voltage,current,power,energy,timestamp,date
241.8,0.378,58.3,0.000111,15:05:2025 16:53:40.20,2025-05-15
241.7,0.375,58.0,0.000111,15:05:2025 16:53:45.32,2025-05-15
241.6,0.373,57.8,0.000111,15:05:2025 16:53:50.42,2025-05-15
241.4,0.374,57.5,0.000111,15:05:2025 16:53:55.52,2025-05-15
241.5,0.371,57.1,0.000111,15:05:2025 16:54:00.62,2025-05-15
241.4,0.372,57.3,0.000111,15:05:2025 16:54:05.71,2025-05-15
241.7,0.37,57.4,0.000111,15:05:2025 16:54:10.83,2025-05-15
241.8,0.372,57.3,0.000111,15:05:2025 16:54:15.95,2025-05-15
241.2,0.372,57.0,0.000111,15:05:2025 16:54:21.08,2025-05-15
240.9,0.376,57.3,0.000111,15:05:2025 16:54:26.50,2025-05-15
240.7,0.375,57.0,0.000111,15:05:2025 16:54:31.96,2025-05-15
241.0,0.376,57.6,0.000111,15:05:2025 16:54:37.30,2025-05-15
241.0,0.383,58.3,0.000112,15:05:2025 16:54:42.40,2025-05-15
241.1,0.385,58.6,0.000112,15:05:2025 16:54:47.52,2025-05-15
241.2,0.379,57.6,0.000112,15:05:2025 16:54:52.66,2025-05-15
241.5,0.379,57.6,0.000112,15:05:2025 16:54:57.78,2025-05-15
241.6,0.378,57.5,0.000112,15:05:2025 16:55:02.87,2025-05-15
241.6,0.379,57.3,0.000112,15:05:2025 16:55:07.98,2025-05-15
241.3,0.385,58.4,0.000112,15:05:2025 16:55:13.08,2025-05-15
241.7,0.377,57.3,0.000112,15:05:2025 16:55:18.26,2025-05-15
